tapology_fighter_id,tapology_url,name,nickname,dob_raw,dob,birth_place,country,fighting_out_of,affiliation_gym,height_in,reach_in,stance,foundation_style,profile_image_url,fetched_at,source_url,source_file
81569-ashley-yoder,https://www.tapology.com/fightcenter/fighters/81569-ashley-yoder,Ashley Yoder,The Spider Monkey,1987-Oct 20,1987-10-20,United States,US,"Murrieta, California",Team Quest,67,69.5,,,https://images.tapology.com/letterbox_images/81569/default/Ashley-Yoder.jpg?1624123121,2025-12-28T12:33:31.186488,https://www.tapology.com/fightcenter/fighters/81569-ashley-yoder,81569-ashley-yoder-90ed7e09b314.json
81574-cory-mckenna,https://www.tapology.com/fightcenter/fighters/81574-cory-mckenna,Cory McKenna,Poppins,1999-Jul 11,1999-07-11,Wales,WA,"Sacramento, California, USA",Team Alpha Male,63,58.5,,,https://images.tapology.com/letterbox_images/81574/default/Cory-McKenna.jpg?1595726875,2025-12-27T21:10:50.677006,https://www.tapology.com/fightcenter/fighters/81574-cory-mckenna,81574-cory-mckenna-87a2505b206e.json
81591-damir-ismagulov,https://www.tapology.com/fightcenter/fighters/81591-damir-ismagulov,Damir Ismagulov,Qazaq,1991-Feb 03,1991-02-03,"Udarnyy, Russia",KZ,"Orenburg, Russia",Fighter Gym,70,74.0,,,https://images.tapology.com/letterbox_images/81591/default/Damir_Ismagulov.jpg?1542832524,2025-12-27T19:27:31.389350,https://www.tapology.com/fightcenter/fighters/81591-damir-ismagulov,81591-damir-ismagulov-fa6c911f344f.json
81683-alejandro-flores,https://www.tapology.com/fightcenter/fighters/81683-alejandro-flores,Alejandro Flores,El Gallito,1991-Aug 06,1991-08-06,Mexico,MX,"Monterrey, Nuevo Leon, Mexico",VFS Academy,69,73.0,,,https://images.tapology.com/letterbox_images/81683/default/flores3.jpg?1751809835,2025-12-27T15:22:20.566651,https://www.tapology.com/fightcenter/fighters/81683-alejandro-flores,81683-alejandro-flores-d38078f8a684.json
81799-marina-rodriguez,https://www.tapology.com/fightcenter/fighters/81799-marina-rodriguez,Marina Rodriguez,,1987-Apr 29,1987-04-29,"Bage, Rio Grande do Sul, Brazil",BR,"Florianopolis, Santa Catarina, Brazil",Thai Brasil Floripa,66,65.0,,Muay Thai,https://images.tapology.com/letterbox_images/81799/default/IMG_20210503_211714.jpg?1620073094,2025-12-28T01:18:47.178000,https://www.tapology.com/fightcenter/fighters/81799-marina-rodriguez,81799-marina-rodriguez-d3437040a472.json
81879-antonio-jones,https://www.tapology.com/fightcenter/fighters/81879-antonio-jones,Antonio Jones,Doomsday,1985-Apr 12,1985-04-12,United States,US,"Holloman, New Mexico, United States",SBG Idaho,72,74.0,,Freestyle,,2025-12-27T20:04:15.687712,https://www.tapology.com/fightcenter/fighters/81879-antonio-jones,81879-antonio-jones-2ef72b5e0402.json
81884-alex-munoz,https://www.tapology.com/fightcenter/fighters/81884-alex-munoz,Alex Munoz,,1990-Feb 27,1990-02-27,"Dallas, Texas",US,"Sacramento, California",Team Alpha Male,69,72.0,,,https://images.tapology.com/letterbox_images/81884/default/Alex.png?1530318023,2025-12-27T21:30:57.920645,https://www.tapology.com/fightcenter/fighters/81884-alex-munoz,81884-alex-munoz-1e19bc638272.json
81901-rolando-bedoya,https://www.tapology.com/fightcenter/fighters/81901-rolando-bedoya,Rolando Bedoya,The Machine,1997-Jan 13,1997-01-13,Peru,PE,"Lima, Peru",,71,75.2,,,https://images.tapology.com/letterbox_images/81901/default/Bedoya_foto.jpg?1627307667,2025-12-27T06:19:36.891816,https://www.tapology.com/fightcenter/fighters/81901-rolando-bedoya,81901-rolando-bedoya-7029c34ad2dd.json
81932-jhonata-de-souza,https://www.tapology.com/fightcenter/fighters/81932-jhonata-de-souza,Jhonata Silva,,1997-Apr 24,1997-04-24,"Rio de Janeiro, Rio de Janeiro, Brazil",BR,Rio de Janeiro,Nova União,65,66.5,,,https://images.tapology.com/letterbox_images/81932/default/jsilva.jpg?1757614655,2025-12-29T14:00:48.364908,https://www.tapology.com/fightcenter/fighters/81932-jhonata-de-souza,81932-jhonata-de-souza-17dbd60e538f.json
8196-chris-barnett-beast-boy,https://www.tapology.com/fightcenter/fighters/8196-chris-barnett-beast-boy,Chris Barnett,Beastboy,1986-Jun 14,1986-06-14,"Zaragoza, Spain",US,"Tampa, Florida, United States",,69,75.0,,,https://images.tapology.com/letterbox_images/8196/default/Screenshot.png?1753379810,2025-12-27T06:17:27.983343,https://www.tapology.com/fightcenter/fighters/8196-chris-barnett-beast-boy,8196-chris-barnett-beast-boy-7ea8318f8c4b.json
82025-jaimelene-nievera-jaimee,https://www.tapology.com/fightcenter/fighters/82025-jaimelene-nievera-jaimee,Jaimee Nievera,Queenie,1984-Oct 28,1984-10-28,"Union City, California",US,"San Francisco, California",Dragon House MMA,65,65.5,,,https://images.tapology.com/letterbox_images/82025/default/1601086_855545374468388_1563701542764007520_n.jpg?1479202799,2025-12-27T22:15:36.457384,https://www.tapology.com/fightcenter/fighters/82025-jaimelene-nievera-jaimee,82025-jaimelene-nievera-jaimee-927a05886c15.json
82229-veronica-macedo,https://www.tapology.com/fightcenter/fighters/82229-veronica-macedo,Veronica Hardy,,1995-Oct 30,1995-10-30,"Caracas, Venezuela",VE,"Nottingham, England",Team Rough House MMA,64,64.0,,Ameri-Do-Te,https://images.tapology.com/letterbox_images/82229/default/Veronica_Macedo.jpg?1519691831,2025-12-27T19:07:18.640995,https://www.tapology.com/fightcenter/fighters/82229-veronica-macedo,82229-veronica-macedo-f1a3b5229fca.json
82310-zhalgas-zhumagalov,https://www.tapology.com/fightcenter/fighters/82310-zhalgas-zhumagalov,Zhalgas Zhumagulov,Zhako,1988-Aug 29,1988-08-29,"Aktobe, Kazakhstan",KZ,"Aktobe, Kazakhstan",Erkin Kush,64,66.5,,,https://images.tapology.com/letterbox_images/82310/default/Screenshot_%286%29.png?1730410568,2025-12-28T12:38:28.326520,https://www.tapology.com/fightcenter/fighters/82310-zhalgas-zhumagalov,82310-zhalgas-zhumagalov-1fae76f4d75f.json
82348-joseph-gigliotti,https://www.tapology.com/fightcenter/fighters/82348-joseph-gigliotti,Joe Gigliotti,Capo,1993-Aug 13,1993-08-13,"Cleveland, Ohio",US,"Gilbert, Arizona",,71,69.0,,,https://images.tapology.com/letterbox_images/82348/default/Joseph-Gigliotti.jpg?1425859725,2025-12-27T16:23:26.276660,https://www.tapology.com/fightcenter/fighters/82348-joseph-gigliotti,82348-joseph-gigliotti-c32ae4c21af9.json
8243-rodolfo-rubio,https://www.tapology.com/fightcenter/fighters/8243-rodolfo-rubio,Rodolfo Rubio,Fito,1987-Jan 29,1987-01-29,Mexico,MX,"Mexico City, Mexico",Entram Gym,65,66.0,,,https://images.tapology.com/letterbox_images/8243/default/fito1.jpg?1684258005,2025-12-28T01:28:54.677135,https://www.tapology.com/fightcenter/fighters/8243-rodolfo-rubio,8243-rodolfo-rubio-ba6ec6bf21c5.json
82451-blake-bilder,https://www.tapology.com/fightcenter/fighters/82451-blake-bilder,Blake Bilder,El Animal,1990-Jul 12,1990-07-12,United States,US,California,,68,68.5,,,https://images.tapology.com/letterbox_images/82451/default/image0_%282%29.jpeg?1676432090,2025-12-27T06:24:12.630794,https://www.tapology.com/fightcenter/fighters/82451-blake-bilder,82451-blake-bilder-cb526b48492f.json
82492-cristina-stanciu,https://www.tapology.com/fightcenter/fighters/82492-cristina-stanciu,Cristina Stanciu,Barbie,1994-Mar 29,1994-03-29,"Bucharest, Romania",RO,"Bucharest, Romania",Absoluto Fighting Center,63,63.8,,,https://images.tapology.com/letterbox_images/82492/default/cristina_stanciu_new.jpg?1442650885,2025-12-28T09:23:05.062326,https://www.tapology.com/fightcenter/fighters/82492-cristina-stanciu,82492-cristina-stanciu-5b2f5079245d.json
82608-karine-gevorgyan-princess,https://www.tapology.com/fightcenter/fighters/82608-karine-gevorgyan-princess,Karine Gevorgyan,The Princess,1989-Mar 09,1989-03-09,Armenia,AM,Armenia,ArmFighting,68,,,,https://images.tapology.com/letterbox_images/82608/default/Karine_Gevorgyan.jpg?1511915574,2025-12-27T16:22:32.016913,https://www.tapology.com/fightcenter/fighters/82608-karine-gevorgyan-princess,82608-karine-gevorgyan-princess-12068d311515.json
82854-chad-hanekom,https://www.tapology.com/fightcenter/fighters/82854-chad-hanekom,Chad Hanekom,Superman,1990-Apr 20,1990-04-20,South Africa,ZA,"Sunninghill, South Africa",QuanWessels BJJ & MMA Academy,76,74.0,,,https://images.tapology.com/letterbox_images/82854/default/12316149_1020134704695185_6233868314960500806_n.jpg?1449063936,2025-12-27T19:06:35.393943,https://www.tapology.com/fightcenter/fighters/82854-chad-hanekom,82854-chad-hanekom-cfea30ea879a.json
82995-jose-alday-el-pochito,https://www.tapology.com/fightcenter/fighters/82995-jose-alday-el-pochito,José Alday,El Pochito,1991-Sep 14,1991-09-14,"Hermosillo, Sonora, Mexico",MX,Mexico,,67,70.0,,,https://images.tapology.com/letterbox_images/82995/default/ALDAY_V_GONZALEZ_WEB.jpg?1557821024,2025-12-27T05:44:55.586136,https://www.tapology.com/fightcenter/fighters/82995-jose-alday-el-pochito,82995-jose-alday-el-pochito-4a691e24bf1c.json
83007-allan-zuniga,https://www.tapology.com/fightcenter/fighters/83007-allan-zuniga,Allan Zuñiga,Tigre,1992-Apr 04,1992-04-04,Costa Rica,CR,"San Miguel, Costa Rica",Tigre MMA,67,70.0,,,https://images.tapology.com/letterbox_images/83007/default/Capture.PNG?1477518750,2025-12-28T12:39:00.958780,https://www.tapology.com/fightcenter/fighters/83007-allan-zuniga,83007-allan-zuniga-e9a364c549f7.json
8304-justin-salas,https://www.tapology.com/fightcenter/fighters/8304-justin-salas,Justin Salas,J-Bomb,1982-Mar 13,1982-03-13,"Green River, Wyoming, United States",US,"Denver, Colorado",,68,70.0,,,https://images.tapology.com/letterbox_images/8304/default/Salas-Justin-ROF32-1.jpg?1326753995,2025-12-28T01:33:03.007940,https://www.tapology.com/fightcenter/fighters/8304-justin-salas,8304-justin-salas-5b480c08cd72.json
83149-matt-frevola,https://www.tapology.com/fightcenter/fighters/83149-matt-frevola,Matt Frevola,The Steamrolla,1990-Jun 11,1990-06-11,"Huntington, New York",US,"Tampa, Florida",Gracie Tampa South,69,71.0,,,https://images.tapology.com/letterbox_images/83149/default/matt_frevola.png?1673150439,2025-12-27T16:15:13.534886,https://www.tapology.com/fightcenter/fighters/83149-matt-frevola,83149-matt-frevola-a9f1343a36f9.json
83405-magomed-ankalaev,https://www.tapology.com/fightcenter/fighters/83405-magomed-ankalaev,Magomed Ankalaev,,1992-Jun 02,1992-06-02,"Dagestan, Russia",RU,"Makhachkala, Dagestan, Russia",,75,75.0,,,https://images.tapology.com/letterbox_images/83405/default/ANKALAEV_MAGOMED_L_03-12.png?1670565268,2025-12-27T06:02:02.451610,https://www.tapology.com/fightcenter/fighters/83405-magomed-ankalaev,83405-magomed-ankalaev-f8dafbd80309.json
83443-weili-zhang,https://www.tapology.com/fightcenter/fighters/83443-weili-zhang,Weili Zhang,Magnum,1989-Aug 13,1989-08-13,"Handan, Hebei, China",CN,"Las Vegas, Nevada, USA",Black Tiger Fight Club,64,63.0,,,https://images.tapology.com/letterbox_images/83443/default/Weili_Zhang2.jpg?1502340967,2025-12-28T12:37:53.904851,https://www.tapology.com/fightcenter/fighters/83443-weili-zhang,83443-weili-zhang-3b7bb00da865.json
83444-kenan-song,https://www.tapology.com/fightcenter/fighters/83444-kenan-song,Kenan Song,The Assassin,1990-Mar 10,1990-03-10,"Tangshan, Hebei, China",CN,"Beijing, China",Black Tiger Fight Club,72,71.5,,,https://images.tapology.com/letterbox_images/83444/default/Song_Kenan.jpg?1421547319,2025-12-28T08:21:21.648771,https://www.tapology.com/fightcenter/fighters/83444-kenan-song,83444-kenan-song-7368ffcd23ad.json
8354-leiticia-pestova,https://www.tapology.com/fightcenter/fighters/8354-leiticia-pestova,Leiticia Pestova,Trinity,,,USA,US,"California, USA",,66,,,,,2025-12-27T22:39:13.241438,https://www.tapology.com/fightcenter/fighters/8354-leiticia-pestova,8354-leiticia-pestova-f2532dc8a55f.json
83711-jp-buys,https://www.tapology.com/fightcenter/fighters/83711-jp-buys,JP Buys,Young Savage,1996-Apr 30,1996-04-30,"Brakpan, Gauteng, South Africa",ZA,"Las Vegas, Nevada",,65,67.0,,Wrestling,https://images.tapology.com/letterbox_images/83711/default/JP_Buys.jpg?1574016051,2025-12-27T07:10:07.552036,https://www.tapology.com/fightcenter/fighters/83711-jp-buys,83711-jp-buys-e39f5dbf9d7d.json
84102-marcos-mariano-akon,https://www.tapology.com/fightcenter/fighters/84102-marcos-mariano-akon,Marcos Mariano,Dhalsim,1986-Oct 12,1986-10-12,Brazil,BR,"Guarulhos, Sao Paulo, Brazil",Team 4 Life MMA,73,76.0,,,https://images.tapology.com/letterbox_images/84102/default/marcos1.jpg?1414438006,2025-12-27T21:00:15.420966,https://www.tapology.com/fightcenter/fighters/84102-marcos-mariano-akon,84102-marcos-mariano-akon-91c9ac99c357.json
84270-michael-cora,https://www.tapology.com/fightcenter/fighters/84270-michael-cora,Michael Cora,KOokie Monster,1989-Aug 24,1989-08-24,United States,US,"Tampa, Florida, United States",Gracie Tampa,73,74.0,,http://www.gracietampa.com/,https://images.tapology.com/letterbox_images/84270/default/Michael_Cora.jpg?1494869580,2025-12-27T08:17:13.802862,https://www.tapology.com/fightcenter/fighters/84270-michael-cora,84270-michael-cora-335d2d8aed8c.json
84393-alvaro-herrera,https://www.tapology.com/fightcenter/fighters/84393-alvaro-herrera,Álvaro Herrera,Chango,1990-May 14,1990-05-14,Mexico,MX,"Guadalajara, Jalisco, Mexico",Lobo Gym MMA,72,74.0,,,https://images.tapology.com/letterbox_images/84393/default/Alvaro-Herrera.jpg?1447689932,2025-12-27T19:18:23.181951,https://www.tapology.com/fightcenter/fighters/84393-alvaro-herrera,84393-alvaro-herrera-0157b19f2295.json
84463-alice-ardelean,https://www.tapology.com/fightcenter/fighters/84463-alice-ardelean,Alice Ardelean,,1992-Apr 19,1992-04-19,Romania,RO,"Orlando, Florida",Fusion Xcel Performance,63,62.0,,MMA,https://images.tapology.com/letterbox_images/84463/default/alice5.jpg?1765559736,2025-12-27T06:10:42.544966,https://www.tapology.com/fightcenter/fighters/84463-alice-ardelean,84463-alice-ardelean-d6c650e5fe73.json
8472-jarrod-kwitty,https://www.tapology.com/fightcenter/fighters/8472-jarrod-kwitty,Jarrod Kwitty,,,,United States,US,"Torrance, California",,68,,,,,2025-12-27T20:18:13.020336,https://www.tapology.com/fightcenter/fighters/8472-jarrod-kwitty,8472-jarrod-kwitty-19221da74b66.json
84737-amir-albazi,https://www.tapology.com/fightcenter/fighters/84737-amir-albazi,Amir Albazi,The Prince,1993-Oct 27,1993-10-27,"Baghdad, Iraq",IQ,"Las Vegas, Nevada",Fight Ready MMA,65,68.0,,,https://images.tapology.com/letterbox_images/84737/default/GettyImages-1416076925.jpg?1661882450,2025-12-27T05:40:12.571465,https://www.tapology.com/fightcenter/fighters/84737-amir-albazi,84737-amir-albazi-ee7ee98c5b73.json
84753-lerone-murphy,https://www.tapology.com/fightcenter/fighters/84753-lerone-murphy,Lerone Murphy,The Miracle,1991-Jul 22,1991-07-22,"Manchester, Lancashire",EN,"Manchester, Lancashire, England",Manchester Top Team,69,73.5,,,https://images.tapology.com/letterbox_images/84753/default/Screenshot.png?1714275347,2025-12-27T22:08:26.179803,https://www.tapology.com/fightcenter/fighters/84753-lerone-murphy,84753-lerone-murphy-06fa19ec4cc2.json
85027-chang-min-yoon,https://www.tapology.com/fightcenter/fighters/85027-chang-min-yoon,Chang Min Yoon,The Big Heart,1994-May 09,1994-05-09,"Busan, South Korea",KR,"Seoul, South Korea",HAVAS Seoul,67,70.0,,,https://images.tapology.com/letterbox_images/85027/default/Untitledf.jpg?1546031080,2025-12-29T00:42:09.572348,https://www.tapology.com/fightcenter/fighters/85027-chang-min-yoon,85027-chang-min-yoon-8df10fa03da7.json
85212-wuziazibieke,https://www.tapology.com/fightcenter/fighters/85212-wuziazibieke,Wuziazibieke Jiahefu,Prairie Kitty,,,China,CN,"Hebei, China",,69,69.7,,,https://images.tapology.com/letterbox_images/85212/default/1-14103013404GM.jpg?1415598525,2025-12-28T12:29:18.628092,https://www.tapology.com/fightcenter/fighters/85212-wuziazibieke,85212-wuziazibieke-f80c97b0b96b.json
85356-vernon-ramos,https://www.tapology.com/fightcenter/fighters/85356-vernon-ramos,Vernon Ramos,,1992-Jun 03,1992-06-03,Panama,PA,Panama,MMA Lab,69,66.9,,,https://images.tapology.com/letterbox_images/85356/default/vernon1.jpg?1704224675,2025-12-27T23:22:41.883383,https://www.tapology.com/fightcenter/fighters/85356-vernon-ramos,85356-vernon-ramos-396f60928b18.json
85433-modestas-bukauskas,https://www.tapology.com/fightcenter/fighters/85433-modestas-bukauskas,Modestas Bukauskas,The Baltic Gladiator,1994-Feb 10,1994-02-10,"Klaipeda, Lithuania",LT,"Denham, Buckinghamshire, England",Gintas Combat,75,76.0,,,https://images.tapology.com/letterbox_images/85433/default/Mody.jpeg?1676759651,2025-12-27T07:08:36.008802,https://www.tapology.com/fightcenter/fighters/85433-modestas-bukauskas,85433-modestas-bukauskas-b6d322570ce1.json
85577-herdem-alacabek,https://www.tapology.com/fightcenter/fighters/85577-herdem-alacabek,Herdem Alacabek,,1991-Jun 07,1991-06-07,"Stockholm, Sweden",SE,"Los Angeles, California",,74,75.0,,,https://images.tapology.com/letterbox_images/85577/default/Herdem_Alacabek.jpg?1586056514,2025-12-27T05:40:03.743882,https://www.tapology.com/fightcenter/fighters/85577-herdem-alacabek,85577-herdem-alacabek-53cc58572f17.json
85643-diego-lopes,https://www.tapology.com/fightcenter/fighters/85643-diego-lopes,Diego Lopes,,1994-Dec 30,1994-12-30,"Manaus, Amazonas, Brazil",BR,"Puebla de Zaragoza, México",Legacy MMA / Brazilian Warriors,71,72.5,,,https://images.tapology.com/letterbox_images/85643/default/55554450_625477591236755_8661314822450708480_n.jpg?1553106120,2025-12-27T20:33:01.012136,https://www.tapology.com/fightcenter/fighters/85643-diego-lopes,85643-diego-lopes-caf7c141cfdb.json
85671-johnny-walker,https://www.tapology.com/fightcenter/fighters/85671-johnny-walker,Johnny Walker,,1992-Mar 30,1992-03-30,"Belford Roxo, Rio de Janeiro, Brazil",BR,"Southampton, England",SBG Ireland,78,82.3,,,https://images.tapology.com/letterbox_images/85671/default/walker1.jpg?1534011086,2025-12-28T12:20:14.737668,https://www.tapology.com/fightcenter/fighters/85671-johnny-walker,85671-johnny-walker-77228b027f2b.json
8568-patrick-murphy,https://www.tapology.com/fightcenter/fighters/8568-patrick-murphy,Patrick Murphy,,,,"California, USA",US,"Fresno, California",,72,,,,,2025-12-29T03:31:00.625695,https://www.tapology.com/fightcenter/fighters/8568-patrick-murphy,8568-patrick-murphy-c0f10b98d28c.json
85751-polyana-mota-poly,https://www.tapology.com/fightcenter/fighters/85751-polyana-mota-poly,Polyana Viana,Dama de Ferro,1992-Jun 14,1992-06-14,"Sao Geraldo do Araguaia, Para, Brazil",BR,"Rio de Janeiro, Rio de Janeiro, Brazil",Chute Boxe Diego Lima,65,67.0,,,https://images.tapology.com/letterbox_images/85751/default/Polyana_Viana.jpg?1525881083,2025-12-29T00:39:03.646917,https://www.tapology.com/fightcenter/fighters/85751-polyana-mota-poly,85751-polyana-mota-poly-37413ec6a4d0.json
85844-ali-al-qaisi,https://www.tapology.com/fightcenter/fighters/85844-ali-al-qaisi,Ali AlQaisi,The Royal Fighter,1990-Sep 23,1990-09-23,Jordan,JO,Jordan,American Combat Gym,66,68.0,,Wushu,https://images.tapology.com/letterbox_images/85844/default/Ali_Al_Qaisi.jpg?1539895351,2025-12-28T14:29:19.688433,https://www.tapology.com/fightcenter/fighters/85844-ali-al-qaisi,85844-ali-al-qaisi-8cf048cf3587.json
85896-sergey-morozov,https://www.tapology.com/fightcenter/fighters/85896-sergey-morozov,Sergey Morozov,,1989-Jun 14,1989-06-14,"Aktobe, Kazakhstan",KZ,"Aktobe, Kazakhstan",Erkin Kush,66,67.0,,,https://images.tapology.com/letterbox_images/85896/default/Sergey_Morozov.jpg?1617992442,2025-12-27T21:26:21.258036,https://www.tapology.com/fightcenter/fighters/85896-sergey-morozov,85896-sergey-morozov-121bc7a8c3a3.json
85897-movsar-evloev,https://www.tapology.com/fightcenter/fighters/85897-movsar-evloev,Movsar Evloev,,1994-Feb 11,1994-02-11,"Russia, Sunzha",RU,"Ingushetia, Russia",American Top Team,67,72.5,,,https://images.tapology.com/letterbox_images/85897/default/Movsar_Evloev.jpg?1552573824,2025-12-27T13:07:16.552799,https://www.tapology.com/fightcenter/fighters/85897-movsar-evloev,85897-movsar-evloev-3505dda720b2.json
86018-aaron-pico,https://www.tapology.com/fightcenter/fighters/86018-aaron-pico,Aaron Pico,,1996-Sep 23,1996-09-23,"Whittier, California",US,"San Jose, California",Jackson Wink MMA Academy,68,70.5,,Freestyle Wrestling / Boxing,https://images.tapology.com/letterbox_images/86018/default/Screenshot.png?1743964649,2025-12-27T23:15:34.349690,https://www.tapology.com/fightcenter/fighters/86018-aaron-pico,86018-aaron-pico-776446b42f64.json
86069-brandon-jenkins,https://www.tapology.com/fightcenter/fighters/86069-brandon-jenkins,Brandon Jenkins,The Human Highlight Reel,1991-Sep 30,1991-09-30,"Des Moines, Iowa",US,"Las Vegas, Nevada, United States",Syndicate MMA,72,72.0,,,https://images.tapology.com/letterbox_images/86069/default/Brandon_Jenkins.jpg?1650596748,2025-12-27T19:33:19.560796,https://www.tapology.com/fightcenter/fighters/86069-brandon-jenkins,86069-brandon-jenkins-70871eda16af.json
86130-mike-gillmore,https://www.tapology.com/fightcenter/fighters/86130-mike-gillmore,Micheal Gillmore,The Gentleman,1987-Mar 28,1987-03-28,United States,US,Michigan,Murcielago MMA,71,72.0,,,https://images.tapology.com/letterbox_images/86130/default/Micheal_Gillmore.png?1572083739,2025-12-28T20:10:21.941075,https://www.tapology.com/fightcenter/fighters/86130-mike-gillmore,86130-mike-gillmore-0ffc34a65e48.json
86139-josh-parisian,https://www.tapology.com/fightcenter/fighters/86139-josh-parisian,Josh Parisian,,1989-Jun 28,1989-06-28,"Martinsburg, West Virginia, United States",US,"Brighton, Michigan, United Starks",Scorpion Fighting System,76,79.0,,,https://images.tapology.com/letterbox_images/86139/default/Josh_Parisian.jpg?1599927502,2025-12-27T22:31:09.693472,https://www.tapology.com/fightcenter/fighters/86139-josh-parisian,86139-josh-parisian-d69d52f95dd9.json
86242-gabriel-green,https://www.tapology.com/fightcenter/fighters/86242-gabriel-green,Gabe Green,Gifted,1993-May 02,1993-05-02,"San Pedro, California",US,"Downey, California",Tracy Hess' Subfighter MMA,70,73.0,,,https://images.tapology.com/letterbox_images/86242/default/10505445_849929315072105_3842087712029134462_n.jpg?1433418071,2025-12-27T18:18:15.650614,https://www.tapology.com/fightcenter/fighters/86242-gabriel-green,86242-gabriel-green-46f8a47ff31f.json
86260-darko-stosic,https://www.tapology.com/fightcenter/fighters/86260-darko-stosic,Darko Stošić,The Hammer,1992-Feb 09,1992-02-09,Serbia,RS,"Belgrade, Serbia",,72,76.0,,Judo,https://images.tapology.com/letterbox_images/86260/default/Darko_Stos%CC%8Cic%CC%81.jpg?1543337430,2025-12-28T09:27:19.214716,https://www.tapology.com/fightcenter/fighters/86260-darko-stosic,86260-darko-stosic-a8b2850a5855.json
8628-alex-reyes,https://www.tapology.com/fightcenter/fighters/8628-alex-reyes,Alex Reyes,The Executioner,1986-Oct 02,1986-10-02,California,US,"Victorville, California",Cage Combat Academy,71,73.0,,,https://images.tapology.com/letterbox_images/8628/default/278003683_425822772681460_2144186836929743500_n.jpg?1673067476,2025-12-28T01:13:03.510785,https://www.tapology.com/fightcenter/fighters/8628-alex-reyes,8628-alex-reyes-5dc92147d329.json
86763-pedro-falco,https://www.tapology.com/fightcenter/fighters/86763-pedro-falco,Pedro Falcão,Pedrinho,1992-Jul 30,1992-07-30,"Porto Velho, Rondonia, Brazil",BR,"Rio de Janeiro, Rio de Janeiro, Brazil",Nova União,66,66.0,,,,2025-12-27T13:20:56.548796,https://www.tapology.com/fightcenter/fighters/86763-pedro-falco,86763-pedro-falco-e071fccdf507.json
86764-saimon-oliveira,https://www.tapology.com/fightcenter/fighters/86764-saimon-oliveira,Saimon Oliveira,,1991-Apr 21,1991-04-21,"Cocal do Sul, Santa Catarina, Brazil",BR,"Cocal do Sul, Santa Catarina, Brazil",Astra Fight Team,64,72.0,,,https://images.tapology.com/letterbox_images/86764/default/saimonoliveiramma_51752540_681255302272766_1894213755487726766_n.jpg?1619085424,2025-12-27T22:25:30.908167,https://www.tapology.com/fightcenter/fighters/86764-saimon-oliveira,86764-saimon-oliveira-766d5b8b2f7f.json
86797-stefan-sekuli,https://www.tapology.com/fightcenter/fighters/86797-stefan-sekuli,Stefan Sekulić,,1992-Feb 12,1992-02-12,Serbia,RS,"Novi Sad, Serbia",,72,75.5,,,https://images.tapology.com/letterbox_images/86797/default/stefan_sekulic.jpg?1431315472,2025-12-28T03:24:47.368193,https://www.tapology.com/fightcenter/fighters/86797-stefan-sekuli,86797-stefan-sekuli-f5f59ab01fda.json
86855-khadzhimurat-bestaev,https://www.tapology.com/fightcenter/fighters/86855-khadzhimurat-bestaev,Khadzhimurat Bestaev,,1988-Jul 16,1988-07-16,United States,RU,Nebraska,Skywalker 101 Boxing Academy,78,77.5,,,https://images.tapology.com/letterbox_images/86855/default/kb1x.jpg?1725612214,2025-12-27T06:23:51.545998,https://www.tapology.com/fightcenter/fighters/86855-khadzhimurat-bestaev,86855-khadzhimurat-bestaev-8f0937ba4994.json
8691-robert-densley-the-wrecker,https://www.tapology.com/fightcenter/fighters/8691-robert-densley-the-wrecker,Robert Densley,The Wrecker,,,USA,US,"Salt Lake City, Utah",,69,,,,,2025-12-27T10:04:29.772991,https://www.tapology.com/fightcenter/fighters/8691-robert-densley-the-wrecker,8691-robert-densley-the-wrecker-380004df7334.json
87060-javier-reyez,https://www.tapology.com/fightcenter/fighters/87060-javier-reyez,Javier Reyes,Blair,1993-Oct 10,1993-10-10,"Bogota, Colombia",CO,"Phoenix, Arizona",UKF GYM,70,73.0,,Mma,https://images.tapology.com/letterbox_images/87060/default/Javier_Reyes.jpg?1513359688,2025-12-28T01:13:19.988007,https://www.tapology.com/fightcenter/fighters/87060-javier-reyez,87060-javier-reyez-40980fcc2a12.json
87166-won-bin-ki,https://www.tapology.com/fightcenter/fighters/87166-won-bin-ki,Won Bin Ki,The Danger,1991-Feb 11,1991-02-11,"Jeongeup-Si, Jeollabok-do, South Korea",KR,"Seoul, South Korea",Team Danger,71,73.0,,,https://images.tapology.com/letterbox_images/87166/default/Won_Bin_Ki.png?1533905942,2025-12-28T22:53:04.205591,https://www.tapology.com/fightcenter/fighters/87166-won-bin-ki,87166-won-bin-ki-4dbe8f06565c.json
87204-laureano-staropoli-pepi,https://www.tapology.com/fightcenter/fighters/87204-laureano-staropoli-pepi,Laureano Staropoli,Pepi,1993-Feb 27,1993-02-27,"La Plata, Buenos Aires, Argentina",AR,"La Plata, Buenos Aires, Argentina",MMA Factory,72,71.0,,,https://images.tapology.com/letterbox_images/87204/default/Laureano_Staropoli.jpg?1551757488,2025-12-28T09:23:34.111634,https://www.tapology.com/fightcenter/fighters/87204-laureano-staropoli-pepi,87204-laureano-staropoli-pepi-f6c7dd9dd614.json
